id,bid,user_id,用户昵称,content,头条文章url,发布位置,艾特用户,话题,repost_num,comment_num,like_num,created_at,tool,微博图片url,微博视频url,retweet_id
4.61E+15,K4epI0Esi,5530577272,bethanie123,新冠疫苗第一针第二天肌肉略硬，手臂触碰微疼，微青,,,,,0,0,0,2021/3/1 23:51,荣耀9i 千元潮美旗舰,['http://ww2.sinaimg.cn/large/0062hJNely1go4ubd3ob7j30ez0ncjtp.jpg'],,
4.61E+15,K4epDj2nW,2606739527,今天又瘦了哼哼,昨天新冠疫苗遇上了大姨妈扎完后晚上身上就奇痒，越挠越痒，作罢。今晚，多年不遇的寻麻疹居然卷土重来了，腿上鼓了俩包，不知道这过敏能持续几天……如果不见好，第二针就不扎了……#新冠疫苗##新冠疫苗寻麻疹#,,,,"新冠疫苗,新冠疫苗寻麻疹",0,1,1,2021/3/1 23:51,iPhone客户端,,,
4.61E+15,K4epp70rQ,2161876737,下午茶2599,#全球近10%人口具有新冠病毒抗体#近日，世界卫生组织首席科学家苏米娅?斯瓦米纳坦指出，据最新统计，发现全球只有近10%人口具有新冠病毒的抗体。她强调，接种#疫苗#是实现全球范围内集体免疫的唯一方法。（视频来源世卫组织官方社交账号）L中新视频的微博视频,,,,"全球近10%人口具有新冠病毒抗体,疫苗",0,0,0,2021/3/1 23:51,微博视频号,,"http://f.video.weibocdn.com/qVqMKxxtlx07KKtqjRwk0104120061t90E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205299&ssig=GmmUEzvL0K&KID=unistore,video",
4.61E+15,K4epouhkG,1651567261,王翔918,接种新冠疫苗后还要注意什么O接种新冠疫苗后还要注意什么,,,,,0,0,0,2021/3/1 23:51,学习强国客户端,['http://ww3.sinaimg.cn/large/6270ea9dly1go4uak8zf8j2046046q2t.jpg'],,
4.61E+15,K6d1k70Ua,6130571656,欧气澈澈,他明天接种新冠疫苗，我给他整理了一下学校和网上的注意事项发给他，他说我是爸爸的贴心小棉袄，被我教育了一顿，然后——（注意事项放后面了～,,,,,0,0,4,2021/3/14 23:59,小米8周年旗舰手机,"['http://ww4.sinaimg.cn/large/006GTfK0gy1gojvjoc4zdj30u013xnd5.jpg', 'http://ww2.sinaimg.cn/large/006GTfK0gy1gojvjrgumhj30tx13w7k4.jpg', 'http://ww3.sinaimg.cn/large/006GTfK0gy1gojvjzp9tbj30j60zsq8p.jpg', 'http://ww1.sinaimg.cn/large/006GTfK0gy1gojvk02y2fj30j60zstda.jpg']",,
4.61E+15,K6d1k2BH4,5461762027,用户5461762027,我免费围观了@京虎子的回答，问题价值50.00元，快来一起围观~O微博问答,,,京虎子,,0,0,0,2021/3/14 23:59,微博 weibo.com,,,
4.61E+15,K6d0N0fBG,2803975845,#NAME?,开学后第二个周末，又浪费了一天在医院的时间。然后周天感冒了感觉第二针新冠疫苗可以延迟接种了,,,,,0,0,0,2021/3/14 23:58,HUAWEI P20 Pro,,,
4.61E+15,K6d0t7RBG,7403252363,奶油奶油的面包,下午去接种了新冠疫苗?路遇一只新人的奶狗，还有我家面包终于学会握手了！感天动地虽然它纯粹为了骗吃的哈哈！晚上吃聪打包的芳香排骨虽然是精排但又干又淡，还点了初山饭团?也没以前好吃了紫米变少了馅料也不多！！肉松沙拉生菜都给的好少啊！气人！下次不点了呜呜X﹏X以前真的超好吃啊吃了耙耙柑又喝了酸奶玉米片哦还吃了几口韭菜盒,,,,,0,0,0,2021/3/14 23:57,OPPO Find X,"['http://ww1.sinaimg.cn/large/00851i8bgy1gojvcas5m5j32o03k0x6q.jpg', 'http://ww4.sinaimg.cn/large/00851i8bgy1gojvcd1mnrj32o03k07wk.jpg', 'http://ww2.sinaimg.cn/large/00851i8bgy1gojvcf2lguj32o03k0x6q.jpg', 'http://ww4.sinaimg.cn/large/00851i8bgy1gojvcgx4y9j32o03k0b2a.jpg', 'http://ww2.sinaimg.cn/large/00851i8bgy1gojvcl07znj32o03k07wj.jpg', 'http://ww3.sinaimg.cn/large/00851i8bgy1gojvcmx1d2j32o03k0kjn.jpg', 'http://ww3.sinaimg.cn/large/00851i8bgy1gojvcoahh1j32o03k0kjm.jpg', 'http://ww2.sinaimg.cn/large/00851i8bgy1gojvcq291kj32o03k04qr.jpg', 'http://ww4.sinaimg.cn/large/00851i8bgy1gojvct5329j32o03k0qv6.jpg']",,
4.61E+15,K6cZVsMyo,5816161945,北京通州大峰,#腺病毒载体疫苗能否为接种加速##疫情防控#新冠疫苗接种逐步放开年龄限制！腺病毒载体疫苗能否为接种加速？吴尊友这样说日前，据北京市疾控中心介绍，新冠疫苗已逐步放开接种年龄限制，为部分有接种需求且身体基础状况较好的60岁及以上老年人接种新冠疫苗。而此前，各地的新冠疫苗接种主要针对18至59岁年龄段人群。此前为何把接种疫苗年龄限制在18到59岁？专家表示年龄太小和年龄过大的人群本身也免疫力较差，不确定因素较多。中国疾控中心流行病学首席专家吴尊友：18岁以下的人群感染新冠病毒后，症状轻，或者无症状的比例高，因此不属于疫苗接种的优先人群。随着其他优先人群接种完成，接下来就要为18岁以下的人群接种。目前，全球对18岁以下人群接种的还比较少，相关数据还在收集中。腺病毒载体新冠疫苗是否能推进疫苗接种速度？我国的新冠疫苗研发始终处于全球前列，目前已经有四款附条件上市的新冠疫苗。这其中就包括由陈薇院士团队和康希诺生物共同研发的首款腺病毒载体新冠疫苗，也是唯一采用单针接种程序的新冠疫苗。根据预计，5月左右，一般市民可以开展腺病毒载体新冠疫苗单针接种，来听听专家怎么说？中国疫苗行业协会副会长朱涛：真正大规模的使用我们的疫苗可能要到五六月份，因为到时候我们会有更多的产品来供应。目前，我们这个疫苗是可以进入到18岁以上的所有人群，包括60岁以上的老年人。这是我们疫苗的一个优点。受疫情影响最大的是老年人，因为他们的严重程度是最高的，所以保护这部分人是我们做疫苗最早的初衷。所以我们这个疫苗可以用于60岁以上人群的话，是它的一个优点。中国疾控中心流行病学首席专家吴尊友：腺病毒载体疫苗和灭活疫苗对于人群没有区别。目前实际的这种方案，腺病毒载体疫苗只需要打一针，灭活疫苗需要打两针。当然，单针接种确实能够推进疫苗接种速度。什么是“群体免疫屏障”？“免疫屏障”的形成有什么条件？接种疫苗的最终目的，是为了形成群体免疫屏障。免疫屏障是发挥非特异性免疫功能的重要方面，被称为机体的“第一道防线”。根据流行病学原理，形成免疫屏障要看两个因素，第一要看病毒自身病原的传播强度，一个人能够传多少人、传多远、传播速度有多快等；第二要看易感人群的保护率大概有多少，只有疫苗接种率达到一定程度，才能形成群体免疫屏障。那么目前我国如何才能形成群体免疫屏障呢？听听专家怎么说。中国疾控中心流行病学首席专家吴尊友：按照新冠病毒传播系数计算，人群形成免疫屏障一般需要约70%~80%的人接种疫苗。对于14亿人口的中国来说，需要对10亿到11亿人接种疫苗。实现这样一个集中目标，仍然有巨大的挑战。,,北京,,"腺病毒载体疫苗能否为接种加速,疫情防控",2,0,2,2021/3/14 23:56,北通州Android,,,
4.61E+15,K6cZTmv3J,6008812736,liuwen丸子钰,小狼吻文你好李焕英即将全球上映太棒了吧IZONE宣布解散好可惜广东首次发现新冠尼日利亚突变株救坠江女孩牺牲的民警被追加一等功巴西前总统接种中国新冠疫苗养乐多ipad,,,,,0,0,0,2021/3/14 23:56,小狼吻文超话,,,
4.61E+15,K6cZGmnWC,1803648617,卤煮疫苗,睡前吐槽+2：最近由于看到微博关于疫苗的内容不是新冠就是撕逼，于是最近转移了专业领域，准备去锦州进修一下。,,,,,0,4,8,2021/3/14 23:55,微博 weibo.com,['http://ww3.sinaimg.cn/large/6b817e69gy1gojvgjasp5j20k20epgnd.jpg'],,
4.61E+15,K6cYTjjcr,1648895312,有一只兔,今天去打了新冠疫苗。,,,,,0,0,0,2021/3/14 23:53,iPhone客户端,,,
4.61E+15,K6cYJDCC0,2044263792,成都共青团,【#巴西前总统接种中国新冠疫苗#】当地时间3月13日，现年75岁的巴西前总统卢拉在圣保罗大都市地区的圣贝尔纳多·杜坎普市接种了中国科兴新冠疫苗。在巴西，民众不能自己选择疫苗，所有人按年龄段排队接种，赶上哪种疫苗就接种哪种。卢拉接种后在社交媒体表示，“这正是我想要接种的疫苗，14天或28天后将接种第二剂。我希望所有人都能接种上疫苗，人们需要出门工作而不应被困在家中。”L央视网快看的微博视频,,,,巴西前总统接种中国新冠疫苗,3,2,6,2021/3/14 23:53,微博视频号,,"http://locallimit.us.sinaimg.cn/xaOlPYevlx07L4TEOKfm01041200b3Cp0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=6006a648d0db83b7d9951b3cee381a9c&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205401&ssig=OeP%2FP7yMbw&KID=unistore,video",
4.61E+15,K6cYuxgzK,7132425375,凌晨月亮不打烊,巴西前总统接种中国新冠疫苗中华民族传统美德，倡导“格物、致知、诚意、正心、修身、齐家、治国、平天下”的实现人生理想的步骤和模式。,,,,,0,0,1,2021/3/14 23:52,小蛮牛超话,,,
4.61E+15,K6cYqEvhe,2812175284,W_喵咕酱,今年比较想做好的事情是控制自己的情绪避免陷入某一种情绪里太久开心也好伤心也罢年纪渐长很难从别人身上看到阴暗面只想看到值得学习的方面没什么嫉妒心和攀比心只想要进取心每周日晚上洗完澡洗完头就会换床单被罩然后闻着淡淡的清香枕着阳光的味道点燃熏香进入睡眠不要太幸福哈哈哈自认为这是对生活的仪式感睡眠质量太差问题一直很困扰我尝试了很多办法后没有太大起色褪黑素也停掉了再考虑是否要去看心理医生任何时候都要提醒自己不要理所应当没人白白对你好没人必须体谅你没人必须理解你当别人做到了就算没有表达感激也别以为这是人家应该的治疗焦虑最有效的办法就是制定切实可行的小目标每天读几页书坚持吃早餐每周看一部电影生活被充实起来后会减少焦虑的机会成年人的世界里工作排在第一位真的挺正常的因为它在很大程度上给了人安全感而这份安全感是靠自己就可以获得的周五接种了新冠疫苗打的时候一点也不痛到下午的时候手臂好疼啊我完全不敢动我的左手臂各种嘱咐同事不要碰我手臂他们笑话我至于么哈哈哈没办法我疼啊有句话说长大最明显的标志就是接受接受失去接受告别接受苦难我们也许依旧会忍不住想哭但心里会明白接受是变好的开始晚安做个好梦,,,,,0,2,0,2021/3/14 23:52,iPhone客户端,,,
4.61E+15,K6cXMxMrM,3291686260,邓伦伦的瑶瑶瑶瑶瑶啊瑶,#巴西前总统接种中国新冠疫苗#中国造?爸妈前段时间也接种了防患于未然,,,,巴西前总统接种中国新冠疫苗,0,0,0,2021/3/14 23:50,Allen瑶瑶iPhone 12,,,
4.61E+15,K6cXsoTUB,1638782947,新浪财经,【#腺病毒载体疫苗能否为接种加速#？专家这样说】根据专家预测，5月左右，一般市民可以开展腺病毒载体新冠疫苗单针接种。中国疾控中心流行病学首席专家吴尊友表示，腺病毒载体疫苗和灭活疫苗对于人群没有区别。目前实际的这种方案，腺病毒载体疫苗只需要打一针，灭活疫苗需要打两针。当然，单针接种确实能够推进疫苗接种速度。O新冠疫苗接种逐步放开年龄限制：此前为何设限？吴尊友这样说,,,,腺病毒载体疫苗能否为接种加速,14,9,39,2021/3/14 23:50,微博 weibo.com,['http://ww3.sinaimg.cn/large/001MUaj1ly1gojswchotqj60m80etnen02.jpg'],,
4.61E+15,K6cX57IIH,1807514163,汽水不加冰_,周六打了新冠疫苗第二针，根本不不像别人说的那么邪乎，打针时候完全不疼。但这两天太渴了，渴得我抓心挠肝，感觉自己是一条被从水里捞出来的鱼，天呐。,,,,,0,6,1,2021/3/14 23:49,iPhone 11 Pro Max,,,
4.61E+15,K6cWF7wK1,2411707093,yhjk2018,ym~，我会说：“我当然知道美国辉瑞疫苗对变异病毒也保留有大部分活性”吗？，叫你干正事：关注日本（变异病毒入侵引发新的变异病毒），你是听不进去是伐？！……，在这儿浪费时间！还有之前的“高调”，也改不掉的毛病！《巴西传喜讯！正蔓延的三种变异新冠病毒，中国疫苗都能抗得住》巴西传喜讯！正蔓延的三种变异新冠病毒，中国疫苗都能抗得住O网页链接,,,,,0,0,0,2021/3/14 23:48,百度App,['http://ww4.sinaimg.cn/large/8fbfbad5gy1gojv9hb87oj203c01v3yb.jpg'],,
4.61E+15,K6cW76qhB,5393135816,寰亚SYHP,中国驻柬埔寨使馆发布新冠疫苗接种意向登记通知，准备协助在柬埔寨的中国人接种国产疫苗。,,,,,20,29,252,2021/3/14 23:46,,['http://ww3.sinaimg.cn/large/005SZ2Zygy1gojv7u6xegj30u02f8nfy.jpg'],,
4.61E+15,K6cW6rtCk,7293888325,如果是你就可以呀,#日本变异新冠病毒迅猛蔓延#日本变异新冠病毒蔓延也还是不用我国的疫苗，那就只能等着看吧,,,,日本变异新冠病毒迅猛蔓延,0,0,1,2021/3/14 23:46,小米MIX2S 全面屏,,,
4.61E+15,K6cW2FlbU,1455987560,一华独秀,#传染病防治#自觉预约打新冠疫苗的人们！,,海口·天上人间,,传染病防治,0,0,1,2021/3/14 23:46,nova7SE 5G你在焦点在,"['http://ww4.sinaimg.cn/large/56c89b68gy1gojv7vyte9j21400u0ago.jpg', 'http://ww4.sinaimg.cn/large/56c89b68gy1gojv7wsxj1j21400u0wk8.jpg', 'http://ww2.sinaimg.cn/large/56c89b68gy1gojv7xo59ej21400u0aej.jpg', 'http://ww1.sinaimg.cn/large/56c89b68gy1gojv7ydtdyj21400u00zx.jpg']",,
4.61E+15,K6cVxiQfR,5544822407,早睡早起的小刘同学,studyaccount3月14日??六点就被室友喊起来晒被子，什么时候能实现晒被自由啊??今天运动打破纪录了加油??整体复习实务资产部分??登记了打新冠疫苗，不知道什么时候会被安排上唯有被别人追赶，才会真正的奔跑.,,,,,0,0,0,2021/3/14 23:45,studyaccount超话,"['http://ww2.sinaimg.cn/large/0063fvBtgy1gojv6hc2ysj30u00sz76x.jpg', 'http://ww2.sinaimg.cn/large/0063fvBtgy1gojv6n6boyj31jk15o7wh.jpg', 'http://ww1.sinaimg.cn/large/0063fvBtgy1gojv6gfhrqj30u00yztg7.jpg', 'http://ww1.sinaimg.cn/large/0063fvBtgy1gojv6ete8pj30u010778k.jpg']",,
4.61E+15,K6cVqygQg,5525161121,A股趋势说,#今日看盘##碳中和##电力#华银电力sh600744今天我们关注几大消息：首先碳中和概念板块继续强势，而板块分支电力板块强势，妖股横生，曾经的妖王再次走妖，华银电力以各种亏损为代表，但是却成为电力板块一号妖王，所为何故，而板块中曾经的妖王都开始重重豫动，谁会接力华银电力成为板块二号妖王？贵州茅台被中信证券强势喊塌，据说2月10日，中信证券坚定看多茅台能到3000，而你最后茅台表演跌字诀，要你好看，而最近据说中信证券二次再喊茅台3000，可是这次低调了很多，说是一年内坚决看多茅台能上3000，这是不是此地无银三百两，如果你拉长时间看其实都没错，只是时间技巧很重要，人家第一次喊大跌你中招了，这次再喊大跌你是不是要割了？那就是真中招了。第三也是最近最重要qi的事，那就是最近大洋彼岸开始计划普及疫苗了，政府花钱购买强生1亿支新冠疫苗，我替强生叫个屈，可他妈把你等来了，为了你我担惊受怕多少个日夜，疫苗都快发霉了吧。玩笑归玩笑但是这说明大洋彼岸的消耗战要接近尾声了，重启经济将会在三月底提上日程，后期疫苗就看谁能够抢得到，这可是干货哦。毕竟谁不能最先抢到，那么谁可能就会被剔除地球村贸易圈，看来这时候真的只有我们东方大哥可以普度众生了。这就是我们今天的内容。,,,,"今日看盘,碳中和,电力",17,17,39,2021/3/14 23:45,微博 weibo.com,,,
4.61E+15,K5rSVoqo7,5654253203,百万庄通讯社官微,【#芬兰研发出鼻喷式新冠疫苗#，为腺病毒载体疫苗】据芬兰赫尔辛基大学8日发布的消息，芬兰研究人员研发出一款鼻喷式新冠疫苗，计划几个月内开展临床试验。据介绍，这款鼻喷式新冠疫苗是一款腺病毒载体疫苗，基于一项基因转移技术研发而成。研究人员介绍说，由于新冠病毒可通过呼吸系统传播，疫苗选择鼻腔给药，可能在人体中引起比肌肉注射更广泛的免疫应答。,,,,芬兰研发出鼻喷式新冠疫苗,0,0,1,2021/3/9 23:59,微博 weibo.com,['http://ww4.sinaimg.cn/large/006aEFyjly1goe3i57lijj30c806vdg0.jpg'],,
4.61E+15,K5rSUctdU,2108118305,北部湾在线,#今日时政速递#1、美国媒体发表评论文章：“美国的新冠疫苗政策正在令其疏远世界”O网页链接2、“我无法呼吸”——弗洛伊德案引发全美反种族歧视抗议浪潮O网页链接,,,,今日时政速递,0,0,0,2021/3/9 23:59,微博 weibo.com,,,
4.61E+15,K5rSUgSUh,7361334885,冷漠直男小王,今天去打了新冠疫苗的第一针，过去的时候公交还坐反了，虽然上去刷了乘车码没多久就发现了，但那站十分漫长，去反方向等新班次公交来的时间也格外漫长，打疫苗倒是蛮快的，很多个位置可以打，不过打完要待在那里半小时看看有没有什么排异反应。下午大概六点多一个人在家的时候来了个人疯狂锤门吓到我了，也不知道干什么的，锤很久也不走，也不像快递没见说打给谁这样，真的超可怕！,,,,,0,0,0,2021/3/9 23:59,Android,,,
4.61E+15,K5rSDDqfV,1644273083,鹿川999,发表了博文《68@365累并快乐着(二一八三）明日接种疫苗去》约定明日上午打疫苗，想来是为已，同时更是为他（大家）。全球肆虐的新冠，跨越了整年关，还记得去年的此O68@365累并快乐着(二一八三）明日接种疫苗去,,,365累并快乐着,,0,0,0,2021/3/9 23:59,新浪博客,,,
4.61E+15,K5rSnpwmr,2169891005,山西新闻网,美国媒体发表评论文章：“美国的新冠疫苗政策正在令其疏远世界”O网页链接,,,,,0,0,1,2021/3/9 23:58,微博 weibo.com,,,
4.61E+15,K5rSl783g,3579369503,河源日报,随着牛年春节假期的结束，各类企业复工复产逐渐步入正轨，在当前疫情防控背景下，企业尤其是中小微企业，仍然面临着保障正常生产经营和员工生命财产安全的压力，针对这一痛点人保财险河源市分公司推出全新升级的复工保险产品“金福保”，特别添加新冠肺炎误工补助和疫苗接种不良反应风险保障，为中小微企业复工保驾护航。O@河源中小微企业，复工复产有困难？找TA帮你解决！,,,河源中小微企业,,0,0,0,2021/3/9 23:58,HUAWEI Mate 20 Pro,['http://ww3.sinaimg.cn/large/d558d81fgy1goe3gmocw7j20a30ctn2d.jpg'],,
